Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB
Mike Lincoln,28,PIT,NL,36,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Todd Linden,23,SFG,NL,18,39,38,2,8,1,0,1,6,0,0,1,8,0.21100000000000002,0.231,0.316,0.547,12,2,0,0,0,0
Scott Linebrink,26,SDP,NL,40,4,4,0,2,1,0,0,0,0,0,0,2,0.5,0.5,0.75,1.25,3,0,0,0,0,0
Graeme Lloyd,36,NYM,NL,35,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Paul Lo Duca,31,LAD,NL,147,630,568,64,155,34,2,7,52,0,2,44,54,0.273,0.335,0.377,0.7120000000000001,214,21,10,7,1,6
Esteban Loaiza,31,CHW,AL,2,6,5,1,1,0,0,0,0,0,0,0,2,0.2,0.2,0.2,0.4,1,0,0,1,0,0
Keith Lockhart,38,SDP,NL,62,111,95,18,23,5,1,3,8,0,1,13,19,0.242,0.33899999999999997,0.41100000000000003,0.75,39,2,1,2,0,0
Carlton Loewer,29,SDP,NL,5,7,5,0,0,0,0,0,1,0,0,1,3,0.0,0.16699999999999998,0.0,0.16699999999999998,0,1,0,1,0,0
Kenny Lofton,36,CHC,NL,56,236,208,39,68,13,4,3,20,12,4,18,22,0.327,0.381,0.47100000000000003,0.852,98,4,2,5,3,2
Kyle Lohse,24,MIN,AL,2,6,3,0,1,0,0,0,0,0,0,0,1,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.667,1,0,0,3,0,0
George Lombard,27,TBD,AL,13,38,37,8,8,1,0,1,4,1,0,0,6,0.21600000000000003,0.237,0.324,0.561,12,0,1,0,0,0
Terrence Long,27,OAK,AL,140,522,486,64,119,22,2,14,61,4,1,31,67,0.245,0.293,0.385,0.6779999999999999,187,9,3,0,2,4
Braden Looper,28,FLA,NL,72,2,1,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,1,0,0,1,0,0
Aquilino Lopez,28,TOR,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Felipe Lopez,23,CIN,NL,59,229,197,28,42,7,2,2,13,8,5,28,59,0.213,0.313,0.299,0.612,59,2,1,2,1,1
Javier Lopez,25,COL,NL,73,5,5,1,1,0,0,0,1,0,0,0,1,0.2,0.2,0.2,0.4,1,0,0,0,0,0
Javy Lopez,32,ATL,NL,129,495,457,89,150,29,3,43,109,0,1,33,90,0.32799999999999996,0.37799999999999995,0.687,1.065,314,10,4,0,1,5
Mendy Lopez,29,KCR,AL,52,100,94,13,26,5,1,3,11,2,0,4,28,0.27699999999999997,0.306,0.447,0.753,42,3,0,2,0,0
Rodrigo Lopez,27,BAL,AL,1,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Mark Loretta,31,SDP,NL,154,653,589,74,185,28,4,13,72,5,4,54,62,0.314,0.37200000000000005,0.441,0.8140000000000001,260,17,3,3,4,2
Derek Lowe,30,BOS,AL,2,5,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
Sean Lowe,32,KCR,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Mike Lowell,29,FLA,NL,130,557,492,76,136,27,1,32,105,3,1,56,78,0.276,0.35,0.53,0.8809999999999999,261,14,3,0,6,6
Noah Lowry,22,SFG,NL,4,2,2,1,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1.0,1,0,0,0,0,0
Ryan Ludwick,24,CLE,AL,39,145,136,14,36,7,1,7,26,2,0,8,39,0.265,0.306,0.485,0.7909999999999999,66,1,0,1,0,1
Julio Lugo,27,TBD,AL,117,482,433,58,119,13,4,15,53,10,3,35,88,0.275,0.33299999999999996,0.42700000000000005,0.76,185,5,4,7,3,0
Trey Lunsford,24,SFG,NL,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Brandon Lyon,23,BOS,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
John Mabry,32,SEA,AL,64,122,104,12,22,6,0,3,16,0,0,15,21,0.212,0.32799999999999996,0.35600000000000004,0.684,37,3,3,0,0,2
Mike MacDougal,26,KCR,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Anderson Machado,22,PHI,NL,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,0,0,0,0,0
Robert Machado,30,BAL,AL,18,55,49,8,13,1,0,1,3,0,0,6,12,0.265,0.345,0.34700000000000003,0.6920000000000001,17,0,0,0,0,0
Jose Macias,31,MON,NL,111,288,272,31,65,15,2,4,22,4,3,11,45,0.239,0.273,0.353,0.626,96,5,2,2,1,1
Rob Mackowiak,27,PIT,NL,77,193,174,20,47,4,4,6,19,6,0,15,53,0.27,0.342,0.44299999999999995,0.784,77,1,4,0,0,2
Greg Maddux,37,ATL,NL,35,78,68,2,10,3,0,0,2,0,0,1,21,0.147,0.157,0.191,0.348,13,0,0,8,1,0
Ryan Madson,22,PHI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Chris Magruder,26,CLE,AL,9,30,26,3,9,2,1,1,3,0,1,3,6,0.34600000000000003,0.433,0.615,1.0490000000000002,16,0,1,0,0,0
Ron Mahay,32,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Pat Mahomes,32,PIT,NL,9,4,4,0,1,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.5,1,0,0,0,0,0
Jim Mann,28,PIT,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
David Manning,30,MIL,NL,2,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Julio Manon,30,MON,NL,19,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Matt Mantei,29,ARI,NL,49,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Josias Manzanillo,35,CIN,NL,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Mike Maroth,25,DET,AL,2,4,2,0,1,0,0,0,0,0,0,1,0,0.5,0.667,0.5,1.167,1,0,0,1,0,0
Jason Marquis,24,ATL,NL,21,4,2,0,1,1,0,0,1,0,0,0,0,0.5,0.5,1.0,1.5,2,0,0,2,0,0
Eli Marrero,29,STL,NL,41,116,107,10,24,4,2,2,20,0,1,7,18,0.22399999999999998,0.267,0.355,0.622,38,0,0,0,2,0
Damaso Marte,28,CHW,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Al Martin,35,TBD,AL,100,258,238,19,60,12,2,3,26,2,2,17,51,0.252,0.306,0.35700000000000004,0.6629999999999999,85,8,2,0,1,4
Tom Martin,33,LAD,NL,77,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Edgar Martinez,40,SEA,AL,145,603,497,72,146,25,0,24,98,0,1,92,95,0.294,0.406,0.489,0.895,243,17,7,0,7,7
Luis Martinez,23,MIL,NL,4,4,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Pedro Martinez,31,BOS,AL,1,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Ramon Martinez,30,CHC,NL,108,333,293,30,83,16,1,3,34,0,1,24,50,0.28300000000000003,0.33299999999999996,0.375,0.7090000000000001,110,8,2,6,8,1
Tino Martinez,35,STL,NL,138,547,476,66,130,25,2,15,69,1,1,53,71,0.273,0.35200000000000004,0.429,0.7809999999999999,204,14,9,2,7,7
Victor Martinez,24,CLE,AL,49,174,159,15,46,4,0,1,16,1,1,13,21,0.289,0.345,0.33299999999999996,0.6779999999999999,53,8,1,0,1,0
Henry Mateo,26,MON,NL,100,169,154,29,37,3,1,0,7,11,1,11,38,0.24,0.304,0.273,0.5760000000000001,42,0,3,1,0,0
Julio Mateo,25,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Ruben Mateo,25,CIN,NL,74,224,207,16,50,9,0,3,18,0,0,12,53,0.242,0.29,0.32899999999999996,0.619,68,4,3,0,2,1
Mike Matheny,32,STL,NL,141,498,441,43,111,18,2,8,47,1,1,44,81,0.252,0.32,0.35600000000000004,0.6759999999999999,157,11,2,8,3,16
Julius Matos,28,KCR,AL,28,59,57,7,15,1,0,2,7,1,0,1,12,0.263,0.276,0.386,0.662,22,2,0,1,0,0
Luis Matos,24,BAL,AL,109,486,439,70,133,23,3,13,45,15,7,28,90,0.303,0.353,0.45799999999999996,0.8109999999999999,201,9,7,10,2,0
Dave Matranga,26,HOU,NL,6,5,5,1,1,0,0,1,1,0,0,0,2,0.2,0.2,0.8,1.0,4,0,0,0,0,0
Hideki Matsui,29,NYY,AL,163,695,623,82,179,42,1,16,106,2,2,63,86,0.287,0.353,0.435,0.7879999999999999,271,25,3,0,6,5
Gary Matthews,28,SDP,NL,103,341,306,50,83,19,1,4,22,12,5,34,66,0.271,0.34600000000000003,0.379,0.725,116,4,1,0,0,0
Mike Matthews,29,SDP,NL,74,3,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,1,0,0
Darrell May,31,KCR,AL,3,5,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,1,0,0
Brent Mayne,35,KCR,AL,113,414,372,39,91,17,1,6,36,0,2,32,59,0.245,0.307,0.344,0.6509999999999999,128,10,3,4,3,5
Joe Mays,27,MIN,AL,2,5,3,0,1,0,0,0,0,0,0,1,1,0.33299999999999996,0.5,0.33299999999999996,0.833,1,0,0,1,0,0
Dave McCarty,33,BOS,AL,16,29,27,4,11,3,0,1,6,0,0,2,7,0.40700000000000003,0.44799999999999995,0.63,1.078,17,0,0,0,0,0
Quinton McCracken,32,ARI,NL,115,226,203,17,46,5,2,0,18,5,1,15,34,0.22699999999999998,0.276,0.271,0.547,55,4,0,5,3,2
John McDonald,28,CLE,AL,82,233,214,21,46,9,1,1,14,3,3,11,31,0.215,0.258,0.28,0.5379999999999999,60,4,2,4,2,0
Joe McEwing,30,NYM,NL,119,313,278,31,67,11,0,1,16,3,0,25,57,0.24100000000000002,0.309,0.29100000000000004,0.601,81,6,3,6,1,4
Fred McGriff,39,LAD,NL,86,329,297,32,74,14,0,13,40,0,0,31,66,0.249,0.322,0.428,0.75,127,7,1,0,0,4
Mark McLemore,38,SEA,AL,99,352,309,34,72,15,2,2,37,5,5,38,71,0.233,0.318,0.314,0.632,97,4,2,0,3,0
Billy McMillon,31,OAK,AL,66,175,153,15,41,11,0,6,26,0,0,19,36,0.268,0.354,0.45799999999999996,0.812,70,3,2,0,1,1
Brian Meadows,27,PIT,NL,33,18,14,0,1,0,0,0,0,0,0,1,6,0.071,0.133,0.071,0.205,1,0,0,3,0,0
Gil Meche,24,SEA,AL,2,5,5,0,1,0,0,0,0,0,0,0,1,0.2,0.2,0.2,0.4,1,0,0,0,0,0
Jim Mecir,33,OAK,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Adam Melhuse,31,OAK,AL,40,86,77,13,23,7,0,5,14,0,0,9,19,0.299,0.37200000000000005,0.584,0.9570000000000001,45,2,0,0,0,0
Mitch Meluskey,29,HOU,NL,12,12,9,1,1,1,0,0,2,0,0,2,2,0.111,0.25,0.222,0.47200000000000003,2,0,0,0,1,0
Kevin Mench,25,TEX,AL,38,139,125,15,40,12,0,2,11,1,1,10,17,0.32,0.381,0.46399999999999997,0.845,58,2,3,0,1,0
Carlos Mendez,29,BAL,AL,26,46,45,3,10,2,0,0,5,0,0,0,12,0.222,0.217,0.267,0.484,12,0,0,0,1,0
Donaldo Mendez,25,SDP,NL,26,94,84,10,19,6,0,2,9,1,0,7,32,0.226,0.298,0.369,0.667,31,0,2,0,1,1
Ramiro Mendoza,31,BOS,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Frank Menechino,32,OAK,AL,43,109,83,10,16,0,0,2,9,0,0,19,16,0.193,0.364,0.265,0.63,22,2,4,2,1,1
Hector Mercado,29,PHI,NL,12,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
Orlando Merced,36,HOU,NL,123,230,212,20,49,17,2,3,26,3,2,15,33,0.231,0.28300000000000003,0.373,0.655,79,3,1,0,2,2
Jose Mercedes,32,MON,NL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Kent Mercker,35,ATL,NL,18,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Lou Merloni,32,BOS,AL,15,34,30,4,7,1,0,0,1,0,0,4,8,0.233,0.324,0.267,0.59,8,0,0,0,0,0
Jose Mesa,37,PHI,NL,57,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Chad Meyers,27,SEA,AL,9,1,1,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Dan Miceli,32,HOU,NL,23,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Jason Michaels,27,PHI,NL,76,125,109,20,36,11,0,5,17,0,0,15,22,0.33,0.41600000000000004,0.569,0.985,62,3,1,0,0,1
Jason Middlebrook,28,NYM,NL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Doug Mientkiewicz,29,MIN,AL,142,574,487,67,146,38,1,11,65,4,1,74,55,0.3,0.39299999999999996,0.45,0.843,219,9,5,2,6,4
Aaron Miles,26,CHW,AL,8,12,12,3,4,3,0,0,2,0,0,0,0,0.33299999999999996,0.33299999999999996,0.583,0.917,7,0,0,0,0,0
Kevin Millar,31,BOS,AL,148,618,544,83,150,30,1,25,96,3,2,60,108,0.276,0.348,0.47200000000000003,0.82,257,14,5,0,9,5
Corky Miller,27,CIN,NL,14,38,30,4,8,0,0,0,1,0,0,5,7,0.267,0.395,0.267,0.6609999999999999,8,1,2,0,1,0
Damian Miller,33,CHC,NL,114,400,352,34,82,19,1,9,36,1,0,39,91,0.233,0.31,0.369,0.68,130,15,1,7,1,6
Matt Miller,31,COL,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Trever Miller,30,TOR,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Wade Miller,26,HOU,NL,33,70,63,4,10,3,0,0,6,0,0,2,16,0.159,0.185,0.20600000000000002,0.391,13,0,0,5,0,0
Kevin Millwood,28,PHI,NL,34,79,68,4,4,2,0,0,1,0,0,5,34,0.059000000000000004,0.12300000000000001,0.08800000000000001,0.212,6,2,0,6,0,0
Doug Mirabelli,32,BOS,AL,62,176,163,23,42,13,0,6,18,0,0,11,36,0.258,0.307,0.44799999999999995,0.755,73,3,1,0,1,0
Sergio Mitre,22,CHC,NL,3,2,2,1,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1.0,1,0,0,0,0,0
Brian Moehler,31,HOU,NL,3,4,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Chad Moeller,28,ARI,NL,78,269,239,29,64,17,1,7,29,1,2,23,59,0.268,0.335,0.435,0.77,104,7,2,3,2,11
Dustan Mohr,27,MIN,AL,121,387,348,50,87,22,0,10,36,5,2,33,106,0.25,0.314,0.39899999999999997,0.7140000000000001,139,10,1,2,3,0
Bengie Molina,28,ANA,AL,119,430,409,37,115,24,0,14,71,1,1,13,31,0.281,0.304,0.44299999999999995,0.746,181,17,2,2,4,2
Gabe Molina,28,STL,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Jose Molina,28,ANA,AL,53,123,114,12,21,4,0,0,6,0,0,1,26,0.184,0.21,0.21899999999999997,0.429,25,1,3,4,1,0
Raul Mondesi,32,ARI,NL,45,183,162,27,49,8,1,8,22,5,4,18,31,0.302,0.37200000000000005,0.512,0.884,83,3,1,0,2,0
Craig Monroe,26,DET,AL,128,458,425,51,102,18,1,23,70,4,2,27,89,0.24,0.287,0.449,0.736,191,10,2,1,3,2
Melvin Mora,31,BAL,AL,96,413,344,68,109,17,1,15,48,6,3,49,71,0.317,0.418,0.503,0.9209999999999999,173,3,12,6,2,0
Jose Morban,23,BAL,AL,61,77,71,14,10,0,0,2,5,8,0,3,21,0.141,0.187,0.225,0.41200000000000003,16,0,1,2,0,0
Mike Mordecai,35,FLA,NL,65,101,89,11,19,4,0,2,8,3,0,8,21,0.213,0.276,0.326,0.601,29,0,0,3,1,3
Orber Moreno,26,NYM,NL,7,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Justin Morneau,22,MIN,AL,40,115,106,14,24,4,0,4,16,0,0,9,30,0.226,0.287,0.377,0.664,40,4,0,0,0,1
Matt Morris,28,STL,NL,26,66,52,5,10,2,0,1,3,0,0,2,16,0.192,0.222,0.28800000000000003,0.511,15,1,0,12,0,0
Warren Morris,29,DET,AL,97,377,346,37,94,13,2,6,37,4,2,23,42,0.272,0.316,0.373,0.6890000000000001,129,6,1,4,3,1
Damian Moss,26,SFG,NL,19,37,29,1,7,0,0,0,1,0,0,1,12,0.24100000000000002,0.267,0.24100000000000002,0.508,7,0,0,7,0,0
Guillermo Mota,29,LAD,NL,72,9,9,1,2,0,0,1,2,0,0,0,4,0.222,0.222,0.556,0.778,5,0,0,0,0,0
Tony Mounce,28,TEX,AL,1,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,1,0,0,0,0
Jamie Moyer,40,SEA,AL,2,6,5,1,2,0,0,0,0,0,0,0,1,0.4,0.4,0.4,0.8,2,0,0,1,0,0
Bill Mueller,32,BOS,AL,146,600,524,85,171,45,5,19,85,1,4,59,77,0.326,0.39799999999999996,0.54,0.938,283,11,7,4,6,2
Mark Mulder,25,OAK,AL,3,6,4,0,0,0,0,0,1,0,0,0,3,0.0,0.0,0.0,0.0,0,1,0,1,1,0
Terry Mulholland,40,CLE,AL,5,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Scott Mullen,28,LAD,NL,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Peter Munro,28,HOU,NL,37,4,1,0,0,0,0,0,0,0,0,1,0,0.0,0.5,0.0,0.5,0,0,0,2,0,0
Eric Munson,25,DET,AL,99,357,313,28,75,9,0,18,50,3,0,35,61,0.24,0.312,0.441,0.753,138,4,1,1,7,1
Mike Mussina,34,NYY,AL,1,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Brett Myers,22,PHI,NL,31,69,62,3,9,1,0,0,1,0,0,2,18,0.145,0.172,0.161,0.33299999999999996,10,1,0,5,0,0
Greg Myers,37,TOR,AL,121,369,329,51,101,19,0,15,52,0,3,37,57,0.307,0.374,0.502,0.8759999999999999,165,14,0,0,3,2
Mike Myers,34,ARI,NL,60,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Rodney Myers,34,LAD,NL,4,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Xavier Nady,24,SDP,NL,110,404,371,50,99,17,1,9,39,6,2,24,74,0.267,0.321,0.391,0.7120000000000001,145,14,6,2,1,0
Charles Nagy,36,SDP,NL,5,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Micheal Nakamura,26,MIN,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Shane Nance,25,MIL,NL,26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Joe Nathan,28,SFG,NL,72,2,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,1,0,0
Denny Neagle,34,COL,NL,7,13,11,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0,1,0,2,0,0
Blaine Neal,25,FLA,NL,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Jeff Nelson,36,SEA,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Michael Neu,25,OAK,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Phil Nevin,32,SDP,NL,59,248,226,30,63,8,0,13,46,2,0,21,44,0.27899999999999997,0.33899999999999997,0.48700000000000004,0.825,110,9,0,0,1,1
Lance Niekro,24,SFG,NL,5,5,5,2,1,1,0,0,2,0,0,0,1,0.2,0.2,0.4,0.6,2,0,0,0,0,0
Ramon Nivar,23,TEX,AL,28,97,90,9,19,1,2,0,7,4,2,4,10,0.21100000000000002,0.253,0.267,0.519,24,1,1,2,0,0
Laynce Nix,22,TEX,AL,53,195,184,25,47,10,0,8,30,3,0,9,53,0.255,0.289,0.44,0.7290000000000001,81,1,0,1,1,0
Trot Nixon,29,BOS,AL,134,513,441,81,135,24,6,28,87,4,2,65,96,0.306,0.396,0.578,0.975,255,3,3,1,3,4
Hideo Nomo,34,LAD,NL,31,74,65,4,9,1,0,1,3,0,0,3,25,0.138,0.17600000000000002,0.2,0.376,13,1,0,6,0,0
Greg Norton,30,COL,NL,114,197,179,19,47,15,0,6,31,2,1,16,47,0.263,0.325,0.447,0.772,80,4,1,0,1,0
Phil Norton,27,CIN,NL,17,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Abraham Nunez,27,PIT,NL,118,351,311,37,77,8,7,4,35,9,3,26,53,0.248,0.31,0.35700000000000004,0.667,111,8,3,9,2,1
Vladimir Núñez,28,FLA,NL,14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Troy O'Leary,33,CHC,NL,93,194,174,18,38,9,0,5,28,3,0,14,31,0.218,0.275,0.35600000000000004,0.631,62,8,1,1,4,1
Wes Obermueller,26,MIL,NL,12,25,23,1,3,0,0,0,1,0,0,0,6,0.13,0.13,0.13,0.261,3,0,0,2,0,0
Tomo Ohka,27,MON,NL,33,65,55,2,10,0,0,0,3,0,0,2,10,0.182,0.21100000000000002,0.182,0.392,10,1,0,8,0,0
Kevin Ohme,32,STL,NL,2,1,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,1,0,0,0,0,0
Augie Ojeda,28,CHC,NL,12,27,25,2,3,0,0,0,0,0,0,1,5,0.12,0.185,0.12,0.305,3,1,1,0,0,1
Miguel Ojeda,28,SDP,NL,61,163,141,13,33,6,0,4,22,1,1,18,26,0.23399999999999999,0.331,0.36200000000000004,0.693,51,2,3,0,1,2
John Olerud,34,SEA,AL,152,634,539,64,145,35,0,10,83,0,1,84,67,0.26899999999999996,0.37200000000000005,0.39,0.7609999999999999,210,20,6,2,3,7
Darren Oliver,32,COL,NL,34,73,67,6,17,3,0,1,8,0,0,3,17,0.254,0.29600000000000004,0.34299999999999997,0.639,23,1,1,2,0,0
Miguel Olivo,24,CHW,AL,114,346,317,37,75,19,1,6,27,6,4,19,80,0.237,0.287,0.36,0.6459999999999999,114,3,4,4,2,0
Ray Olmedo,22,CIN,NL,79,250,230,24,55,6,1,0,17,1,1,13,46,0.239,0.28,0.27399999999999997,0.5539999999999999,63,4,0,7,0,0
Kevin Olsen,26,FLA,NL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Magglio Ordonez,29,CHW,AL,160,674,606,95,192,46,3,29,99,9,5,57,73,0.317,0.38,0.546,0.9259999999999999,331,20,7,0,4,1
Rey Ordóñez,32,TBD,AL,34,124,117,14,37,11,0,3,22,0,2,2,12,0.316,0.32799999999999996,0.48700000000000004,0.815,57,3,1,2,2,0
Eddie Oropesa,31,ARI,NL,41,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Jesse Orosco,46,SDP,NL,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
David Ortiz,27,BOS,AL,128,509,448,79,129,39,2,31,101,0,0,58,83,0.28800000000000003,0.369,0.5920000000000001,0.961,265,9,1,0,2,8
Ramon Ortiz,30,ANA,AL,2,6,5,1,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,1,0,0
Russ Ortiz,29,ATL,NL,33,82,70,6,18,4,0,2,10,0,0,4,17,0.257,0.303,0.4,0.703,28,1,1,6,1,0
Keith Osik,34,MIL,NL,80,275,241,22,60,12,0,2,21,0,1,31,44,0.249,0.342,0.324,0.665,78,7,3,0,0,0
Antonio Osuna,30,NYY,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Roy Oswalt,25,HOU,NL,20,48,39,4,7,1,0,0,0,0,0,2,15,0.179,0.22,0.205,0.425,8,0,0,7,0,0
Lyle Overbay,26,ARI,NL,86,293,254,23,70,20,0,4,28,1,0,35,67,0.276,0.365,0.402,0.767,102,8,2,0,2,7
Eric Owens,32,ANA,AL,111,257,241,29,65,6,0,1,20,11,8,10,24,0.27,0.3,0.307,0.607,74,4,1,4,1,0
Pablo Ozuna,28,COL,NL,17,45,40,5,8,1,0,0,2,3,0,2,6,0.2,0.273,0.225,0.498,9,1,2,1,0,0
Vicente Padilla,25,PHI,NL,31,77,67,1,4,0,0,0,1,0,0,6,34,0.06,0.149,0.06,0.20800000000000002,4,1,1,3,0,0
Lance Painter,35,STL,NL,21,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Orlando Palmeiro,34,STL,NL,141,364,317,37,86,13,1,3,33,3,3,32,31,0.271,0.336,0.34700000000000003,0.6829999999999999,110,1,2,7,6,3
Rafael Palmeiro,38,TEX,AL,154,654,561,92,146,21,2,38,112,2,0,84,77,0.26,0.359,0.508,0.867,285,7,5,0,4,9
Dean Palmer,34,DET,AL,26,98,86,3,12,2,0,0,6,0,0,9,28,0.14,0.235,0.163,0.397,14,2,2,0,1,0
Craig Paquette,34,DET,AL,11,33,33,2,5,0,0,0,0,0,0,0,5,0.152,0.152,0.152,0.303,5,2,0,0,0,0
Chan Ho Park,30,TEX,AL,1,1,0,1,0,0,0,0,0,0,0,1,0,,1.0,,,0,0,0,0,0,0
Steve Parris,35,TBD,AL,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Corey Patterson,23,CHC,NL,83,347,329,49,98,17,7,13,55,16,5,15,77,0.298,0.32899999999999996,0.511,0.8390000000000001,168,5,1,0,2,2
Jarrod Patterson,29,KCR,AL,13,25,22,3,4,0,0,0,0,0,0,3,6,0.182,0.28,0.182,0.462,4,0,0,0,0,1
John Patterson,25,ARI,NL,15,13,13,1,1,0,0,0,1,0,0,0,4,0.077,0.077,0.077,0.154,1,0,0,0,0,0
Josh Paul,28,CHC,NL,3,7,6,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,1,0,0
Carl Pavano,27,FLA,NL,32,68,61,4,6,2,1,0,1,0,0,2,27,0.098,0.127,0.16399999999999998,0.29100000000000004,10,0,0,5,0,0
